id,title,url,image_url,total_time,yields,ingredients,instructions
101,French toast,https://www.valdemarsro.dk/french-toast-fredag/,https://www.valdemarsro.dk/wp-content/2013/10/french-toast-1.jpg,20,4 servings,frosne blåbær | sukker | vaniljesukker | brød | æg | mælk | stødt kanel | sukker | smør | ahornsirup | græsk yoghurt 10 % | blåbær,"Blåbær kompot
Kom blåbær, sukker og vanilje i en gryde og kog op.
Lad det simre svagt i cirka 10 minutter uden låg, køl af og kom på et skoldet glas.
French Toast
Pisk æg, mælk, kanel, sukker, salt og peber sammen i en skål.
Dyp brødskiverne i blandingen på begge sider, ikke for længe, men nok til de lige bliver bløde og suger lidt af æggeblandingen til sig.
Varm en pande op til middelvarme og smelt smørret på panden. Steg brødene på begge sider i 3-4 minutter til de har fået en flot gylden stegeskorpe.
Servering
Rør græsk yoghurt med ahornsirup og server french toast på tallerkener med en skefuld græsk yoghurt rørt med ahornsirup, en skefuld blåbærkompot og lidt friske blåbær."
1964,Langtidsbagte tomater - ovntørrede,https://www.valdemarsro.dk/tomater-med-en-smag-af-sol/,https://www.valdemarsro.dk/wp-content/2011/07/langtidsbagte-tomater-i-ovnen.jpg,300,10 servings,cherrytomater | frisk rosmarin | olivenolie | olivenolie,"Drys tomaterne med salt og læg dem på en bradepande med bagepapir, så den overskårne side vender opad. Pensl med olivenolie og kom kviste af rosmarin over. Bag tomaterne i ovnen ved 100 grader i 4­-5 timer.
Kom de bagte tomater i et skoldet glas og hæld oliven­olie over, til det dækker.
Alternativt kan du sætte tomaterne i en forvarmet ovn ved 225 grader og slukke ovnen, så snart toma­terne er sat ind. Tomaterne skal stå i den lukkede ovn natten over eller fra morgen til aften, hvorefter de er klar til brug. Med denne fremgangsmåde kan toma­terne tilberedes natten over, eller mens du ikke er hjemme. Hvis du ikke synes, at de har fået helt nok, så giv dem en ekstra time i ovnen ved 100 grader."
2073,Regnbueis - trefarvet is,https://www.valdemarsro.dk/regnbueis/,https://www.valdemarsro.dk/wp-content/2015/08/regnbueis-1.jpg,1440,12 servings,vaniljestang | sødmælk | piskefløde | æggeblommer | sukker | mørk chokolade | vaniljestang | piskefløde | sødmælk | æggeblommer | sukker | vaniljestang | jordbær | sukker | æggeblommer | piskefløde | sødmælk,"Chokoladeis
Flæk vaniljestangen og skrab kornene ud. Kom den tomme vaniljestang, mælk og piskefløde i en gryde og varm op til 90 grader.
Kom æggeblommer, vaniljekorn og sukker i en ren skål og pisk til en luftig og lys æggesnaps.
Fjern vaniljestangen fra gryden, og pisk langsomt vaniljefløden i æggeblandingen. Pisk kontant til det er blandet godt sammen. Kom blandingen tilbage i gryden og varm langsomt op under konstant omrøring til vaniljecremen når præcis 80 grader – mål med et sukkertermometer.
Hæld den varme vaniljecreme over den finthakket chokolade i en skål og giv det en hurtig tur med stavblenderen, så cremen er helt jævn og ensartet. Kom chokoladeiscremen i en beholder med låg og sæt i køleskabet i minimum 1 time eller til næste dag.
Hæld chokoladecremen på ismaskinen og kør til isen har konsistens som en lækker tyk softice. Kom isen i en springform på 22 cm i diameter, beklædt med bagepapir i bunden. Glat overfladen pænt ud og sæt springformen i fryseren i minimum 2 timer.
Vaniljeis
Flæk vaniljestangen på langs og skrab kornene ud. Kom den tomme vaniljestang i en gryde, sammen med mælk og fløde og kog op til 90 grader. Mål med et sukkertermometer.
Kom æggeblommer, vaniljekorn og sukker i en skål og pisk med en håndmikser til det er en lys og luftig æggesnaps
Fjern vaniljestangen fra gryden, og pisk langsomt vaniljefløden i æggeblandingen. Pisk kontant til det er blandet godt sammen
Kom blandingen tilbage i gryden og varm langsomt op under konstant omrøring til vaniljecremen er præcis 80 grader – mål med et sukkertermometer. Kom vaniljecremen i en beholder med låg og sæt i køleskabet i minimum 1 time eller til næste dag.
Hæld iscremen på ismaskinen og kør til isen har konsistens som en lækker tyk softice.  Fordel vaniljeisen over chokoladeisen, som gerne skulle have sat sig efter to timer i fryseren. Glat overfladen pænt ud og sæt springformen i fryseren i minimum 2 timer.
Jordbæris
Flæk vaniljestangen på langs og skrab alle vaniljekornene ud på et skærebræt.
Kom den tomme vaniljestang, jordbær og halvdelen af sukkeret i en gryde og kog op. Rør rundt og lad det simre i nogle minutter, til sukkeret er smeltet.
Blend jordbærblandingen til en puré med en stavblender og mos puréen gennem en sigte, så alle de små jordbærkerner sorteres fra. Brug bagsiden af en spiseske til at mose puréen gennem sigten.
Kom vaniljekorn, sukker og æggeblommer i en skål pisk det til en luftig æggesnaps med en håndmikser.
Rør den afkølede jordbærmos sammen med fløde og mælk og vend det i æggemassen. Sæt blandingen på køl og lad det køle helt af i minimum en time eller til næste dag.
Hæld jordbærcremen på ismaskinen og kør til isen har konsistens som en lækker tyk softice. Fordel jordbærisen i springformen og glat overfladen pænt ud og sæt springformen i fryseren i minimum 2 timer."
2077,Vildtfuglefoder hjemmelavet,https://www.valdemarsro.dk/vildt-fuglefoder-diy/,https://www.valdemarsro.dk/wp-content/2015/11/vildtfuglefoder-hjemmelavet.jpg,60,1 serving,finvalset havregryn | solsikkekerner | hirsefrø | sesamfrø | rosiner | hampefrø | jordnødder | hasselnødder,"Jeg blander lidt løseligt det hele og skriver derfor ikke mål på, for det kommer sig virkelig ikke så nøje. Er der noget man ikke lige har i køkkenskufferne, så kan det sagtens undlades.
Alle de tørre dele sammen og så kommer jeg kokosolie i til det lige netop hænger sammen. Kokosolien smelter hurtigt, når man arbejder lidt med den, og den holder godt på kerner og gryn når den er ude i kulden.
Rul små kugler, som kan opbevares på køl eller frys, lav små søde forme ala  hjemmelavede fuglekugler eller kom blandingen i et tomt toiletrullerør, som er klippet over og foret med plast (så passer de lige perfekt ned i en fuglefoderautomat til haven)"
2159,Æblesnegle med lakrids,https://www.valdemarsro.dk/lakrids-og-aeblesnegle/,https://www.valdemarsro.dk/wp-content/2012/02/aeblesnegle.jpg,240,12 servings,mælk | gær | æg | sukker | stødt kardemomme | hvedemel | smør | æble | rålakridspulver | smør | muscovadosukker | æg | flormelis | rålakridspulver,"Dejen
Rør gær ud i mælken og tilsæt æg, kardemomme, sukker og salt, samt halvdelen af hvedemelet. Rør dejen godt sammen. Tilsæt smør i små tern samt resten af hvedemelet til dejen og rør dejen i 10 minutter på en røremaskine til den er blød og smidig.
Lad dejen hæve i en skål med et rent viskestykke over i 2 timer.
Fyld
Klem væden fra de groftrevede æbler og rør groftrevet æble med lakridspulver, blødt smør og muscovadosukker.
Rul dejen ud i stor retangel på et meldrysset bord. Fordel æblefyldet over hele fladen, med undtagelse af 4 cm på den yderste langs af den ene lange del af retanglen. Rul dejen sammen til en rulle, afslutning med den yderste del der er er uden æblefyld. Skær 3 cm tykke skiver og sæt dem på en bageplade med bagepapir. Lad kanelsneglene hæve på køkkenbordet i en time under et rent klæde
Bag i en forvarmet ovn ved 175 grader varmluft i omkring 17-20 minutter.
Lad sneglene køle lidt af på en rist og pisk imens en tyk hvid glasur med en håndmikser. Kom lidt glasur på og drys med lidt lakridspulver inden servering."
2166,Chokoladefrosting,https://www.valdemarsro.dk/chokoladefrosting/,https://www.valdemarsro.dk/wp-content/2020/08/chokoladefrostning.jpg,15,1 serving,mørk chokolade | mælk | smør | flormelis,"Chokoladefrosting
Smelt chokoladen i et vandbad over lav varme.
Tag vandbadet med chokolade af varmen og rør mælken i.
Pisk smør og flormelis helt luftigt og pisk derefter chokolade og mælkecreme i. Stil cremen på køl i cirka 30 minutter.
Fordel chokoladefrosting over en kage eller muffins efter kagerne er kølet helt af.
 "
2169,Råsyltede rabarber,https://www.valdemarsro.dk/raasyltede-rabarber/,https://www.valdemarsro.dk/wp-content/2020/04/raasyltede-rabarber-opskrift.jpg,20,1 serving,rabarber | æblecidereddike | sukker,"Gør rabarberne grundigt rene og skær dem i skiver af 1,5 cm. Kom rabarbertern i et skoldet rengjort glas.
Kog vand, æblecidereddike og sukker op i en gryde og lad det koge til sukkerkornene er smeltet. Hæld den kogende varme sukkerlage over rabarberne.
Sæt låg på og lad det trække i mindst 3 dage i køleskab."
2173,Smoothie med matcha og mynte,https://www.valdemarsro.dk/matcha-og-mynte-smoothie/,https://www.valdemarsro.dk/wp-content/2019/03/matcha-mynte-smoothie.jpg,5,4 servings,banan | frisk mynte | frossen spinat | agurk | matcha | hørfrø | vaniljepulver | dadel | hampefrø,"Kom det hele i en blender og kom vand i så det dækker 2/3 af ingredienserne.
Blend til det er helt ensartet og cremet. Juster konsistensen med mere vand alt efter behov."
2176,Havregrødspandekager,https://www.valdemarsro.dk/havregroedspandekager/,https://www.valdemarsro.dk/wp-content/2018/11/havregroedspandekager.jpg,20,4 servings,finvalset havregryn | stødt kanel | stødt kardemomme | vaniljepulver | mælk | sukker | æg | smør,"Kom havregryn, vand, kanel, kardemomme, salt og vanilje i en gryde, kog op og lad det simre under jævnlig omrøring til det tykner godt.
Juster konsistensen til en lækker havregrød med en anelse mælk og smag til med lidt sukker (når det er til pandekager)
Rør de to æg i den lune havregrød.
Varm en pande op med smør eller olie og kom klatter af havregrødsdej på panden. Lad dem stege helt færdig på den ene side, før de vendes og steges færdig på den anden side."
2188,Rabarbersnitter,https://www.valdemarsro.dk/rabarbersnitter/,https://www.valdemarsro.dk/wp-content/2016/05/rabarbersnitter-1.jpg,120,10 servings,rabarber | jordbær | vaniljestang | sukker | hvedemel | mandelmel | flormelis | vaniljepulver | smør | æg | æg | mandler,"Rabarbermarmelade med jordbær
Kom sukker, vaniljekorn, vaniljestang, jordbær og rabarber i en gryde. Kog det op og lad det simre ved lav varme i 20 minutter. Sæt marmeladen i køleskab, så den kan køle helt af inden den skal smøres på kagebunden.
Kagedejen
Rør hvedemel, mandelmel, flormelis, salt og vanilje godt sammen og smuldr smør i blandingen til det er helt ensartet.
Saml hurtigt dejen med æg, start med blot at bruge halvdelen af ægget og tilføj mere til dejen kan samles uden at smuldre for meget. Sæt dejen i køleskab i 30 minutter.
Rul dejen ud på et meldrysset bord til den er cirka 3 mm tyk. Skær i passende dejstrimler og sæt dem på en bageplade med bagepapir. Pensl den ene halvdel af dejen med æg og drys med mandelflager.
Bag i en forvarmet ovn i cirka 10-15 minutter ved 175 grader varmluft. Hold øje med dem, og vent eventuelt bagepladen undervejs. Lad kagestrimlerne køle lidt af.
Smør afkølet rabarbermarmelade på halvdelen af dejstrimlerne og læg den anden halvdel med mandelflager oven på. Skær rabarbersnitter ud i den størrelse du ønsker."
2191,Grønt tilbehør og grønt fyld,https://www.valdemarsro.dk/groent-tilbehoer/,https://www.valdemarsro.dk/wp-content/2007/09/groent-tilbehoer.jpg,5,4 servings,blandet salat | tomater | agurk | rødløg,"Det grønne tilbehør til lækre retter, skal blot skylles, snittes og gøres klar til servering."
2194,Gnavegrønt,https://www.valdemarsro.dk/gnavegroent/,https://www.valdemarsro.dk/wp-content/2007/09/gnavegroent.jpg,5,4 servings,agurk | cherrytomater | gulerødder,"Skyl eller skræl grøntsagerne, og skær dem i passende stykker.
Opskriften er til en familie på fire – taget i betragtning at det nok er børnene der spiser mest gnavegrønt og de voksne spiser salat eller lign til maden.
Serveres med eller uden dip. Dip kan fx være hummus, cremefraiche rørt med pesto eller purløg, guacamole eller lign. Lav gerne til flere dage og opbevar i beholdere på køl."
2196,Ris,https://www.valdemarsro.dk/ris/,https://www.valdemarsro.dk/wp-content/2019/11/ris-kogetid.jpg,25,4 servings,basmati ris,"Kom risene i en gryde med letsaltet vand og kog efter anvisning på emballagen – ofte 12 minutters kogetid under låg ved lav varme, sluk for varmen og lad risene stå i gryden med låg i 10 minutter inden servering."
2198,Pasta med kantareller og fløde,https://www.valdemarsro.dk/frisk-pasta-med-kantareller-og-flode-hurtig-pastaret/,https://www.valdemarsro.dk/wp-content/2011/08/pasta_kantareller.jpg,20,4 servings,frisk pasta | kantareller | piskefløde | chorizo | cherrytomater | frisk timian | smør,"Kog pastaen i en gryde med letsaltet vand, efter anvisning på pakken.
Rist svampene ved høj varme i lidt smør. Tag svampene af panden og tilsæt fløde og chorizo, lad det koge op.
Bland pasta med svampe, flødesaucen og tomater på panden og anret derefter på tallerkener med friskkværnet peber, salt og timian"
2201,Chokolade og karamel popcorn,https://www.valdemarsro.dk/chokolade-og-karamel-popcorn/,https://www.valdemarsro.dk/wp-content/2011/12/popcorn-karamel.jpg,30,1 serving,majskorn til popcorn | smør | olivenolie | piskefløde | sukker | glukosesirup | mørk chokolade,"Kom majskorn i en gryde med smør og olie og låg på gryden og pop dem ved høj varme til næsten alle er poppet.
Kom alle ingredienserne til karamellen i en gryde for sig. Kog op og lad det simre ved middelvarm under jævnlig omrøring i 5-10 minutter. Karamellen skal være blød og lækker, og skal kunne størkne let, når den tages op på en ske og køles af.
Temperer chokoladen ved at smelte halvdelen af chokoladen i et vandbad. Tag af skålen af varmen og tilsæt den halvdel chokolade i. Rør til det er ca 29 grader.
Karamel, og chokolade kommes i hver deres kræmmerhus lavet af bagepapir. Drej spidsen om og sæt dem evt i et glas, så er der mere styr på dem. Popcornene spredes ud på en bradepande beklædt med bagepapir. Fordel striber af karamel og chokolade udover popcornene. Lad det køle af og så er de klar til at blive spist."
2204,Smoothie med mango og banan,https://www.valdemarsro.dk/smagen-af-sol-smoothie-med-mango-og-banan/,https://www.valdemarsro.dk/wp-content/2012/01/mangosmoothie.jpg,10,4 servings,mango | banan | stødt kardemomme | appelsinjuice | citron,"Kom det hele i en blender og kør til smoothien er lækker cremet.
Tilsæt juice eller vand til konsistensen er god, den kan være tykkere til en bowl og tyndere til at drikke i glas."
2207,Lakrids kyskager,https://www.valdemarsro.dk/smaa-lakrids-kyskager/,https://www.valdemarsro.dk/wp-content/2014/07/kyskager-lakrids.jpg,60,40 servings,æggehvider | flormelis | rålakridspulver,"Pisk æggehviderne helt hvide, luftige og til de danner toppe. Pisk flormelis i lidt efter lidt til al flormelis er brugt og pisk derefter et nip salt i. Pisk til marengsmassen er blank sej og danner flotte toppe, der kan holde formen.
Kom i en sprøjtepose med stjernetyl og sprøjt kyskager på en bageplade beklædt med bagepapir.
Bag dem i en forvarmet ovn ved 80 grader varmluft eller med tørrefunktion ved 80 grader i 45-60 minutter. De er færdige, når de slipper bagepapiret uden problemer. Sluk ovnen, sæt lågen lidt på klem og lad kyskagerne stå i ovnen, til den er kold.
Drys med lakridspulver inden servering"
2210,Ribsgele,https://www.valdemarsro.dk/ribsgele/,https://www.valdemarsro.dk/wp-content/2013/07/ribsgele.jpg,45,2 servings,ribs | sukker | cognac,"Lad vand og ribs koge i en gryde med låg i 20 minutter. Sigt saften gennem et bomuldsklæde i en sigte og pres gerne saften lidt ud af de kogte ribs. Kom den rene sigtede saft i en ren gryde og tilsæt sukker.
Kog op og lad det derefter simre svagt ved lav varme under låg i 45 minutter.
Skold rengjorte glas med kogende vand og ryst derefter glassene med cognac eller anden stærk spiritus, som derefter hældes ud.
Kom den varme ribsgelé på glas, lad ribsgeleen køle helt af. Sæt låg på og opbevar køligt."
2214,Ribssaft,https://www.valdemarsro.dk/ribssaft/,https://www.valdemarsro.dk/wp-content/2013/07/ribssaft.jpg,40,2 servings,ribs | vaniljestang | sukker,"Kom ribs i en gryde med vand og kog op. Lad vand og bær småkoge under låg i 20 minutter.
Sigt ribssaften gennem et bomuldsklæde i en sigte. Kom den sigtede saft i en ren gryde og tilsæt sukker og vanilje.
Kog op og lad saften simrekoge i 10 minutter under låg, fjerne eventuelt skum med en ske.
Hæld saften på rengjorte skoldede flasker og opbevar i køleskab."
2218,Blommemarmelade,https://www.valdemarsro.dk/blommemarmelade/,https://www.valdemarsro.dk/wp-content/2013/10/blommemarmelade-1.jpg,60,1 serving,blommer | sukker | vaniljestang | kanelstang | stjerneanis,"Rengør, halver og fjern sten fra blommerne.
Skrab vaniljen ud af vaniljestangen og bland vaniljen med sukker, så de fine vaniljekorn skilles fra hinanden i sukkeret.
Kom sukker, vanilje, blommer, kanelstang og stjerneanis i en gryde og kog blandingen op. Skru ned for varmen til det blot simre og lad det stå og simre i et godt stykke tid, gerne 30-45 minutter til sukkeret karamelliseres og blommesaften tykner.
Hold øje med det, det må ikke koge tørt og brænde på, så tilsættes en smule ekstra vand. Kom den færdige blommemarmelade på et rent skoldet glas og opbevar i køleskabet."
2221,Blåbærsyltetøj,https://www.valdemarsro.dk/blaabaersyltetoej/,https://www.valdemarsro.dk/wp-content/2014/03/blaabaersyltetoej.jpg,40,1 serving,frosne blåbær | vaniljesukker | geleringsmiddel | sukker,"Kom blåbær, vaniljesukker og vand i en gryde og kog op.
Lad det simre i 30 minutter og tilsæt legeringsmiddel. Rør godt igennem og tilsæt derefter sukker. Kog det igennem i et minuts tid og  hæld derefter blåbærsyltetøjet på et rengjort og skoldet glas."
2224,Ymerdrys,https://www.valdemarsro.dk/ymerdrys/,https://www.valdemarsro.dk/wp-content/2013/10/ymerdrys-1.jpg,30,8 servings,rugbrød | brun farin,"Kom rugbrød og farin i en foodprocessor og kør til det er smuldret og finthakket.
Fordel på en bageplade med bagepapir. Rist det i ovnen i 10 minutter ved 175 grader varmluft. Vurder derefter, om det skal have længere tid og hvis det skal, så sæt ovnen på tørrefunktion ved 100 grader eller skrue ned til 100 grader og bag til det er sprødt og lækkert – hold øje med at det ikke brænder på!
Lad det køle af på bradepanden, inden det hældes i et glas."
2227,Hindbærmarmelade,https://www.valdemarsro.dk/hjemmelavet-hindbaer-marmelade/,https://www.valdemarsro.dk/wp-content/2013/04/hindbaersnitter.jpg,20,1 serving,frosne hindbær | sukker | vaniljesukker | geleringsmiddel,"Kom alle ingredienserne i en gryde og kog det op, rør rundt løbende og lad det simre til hindbærmarmeladen har den rette konsistens.
Lad det køle af."
2230,Kirsebærsmåkager,https://www.valdemarsro.dk/kirsebaersmaakager/,https://www.valdemarsro.dk/wp-content/2017/12/kirsebaersmaakager.jpg,20,20 servings,smør | sukker | ahornsirup | bagepulver | hvedemel | mandelmel | stødt kardemomme | vaniljepulver | æg | kirsebær,"Kom smør, sukker og sirup i en lille gryde og varm op under omrøring, til massen er ensartet. Tag gryden af varmen.
I en ren skål blandes mel, bagepulver, kardemomme, mandelmel, salt og vanilje. Rør ægget, samt mel og krydderiblandingen i gryden og rør det hele godt sammen.
Tril dejen til små kugler, som sættes på en bageplade. Tryk en halv amarena kirsebær ned i hver kugle. Bag dem i en forvarmet ovn ved 175 grader varmluft i 12-14 minutter. Lad dem køle af på bagepladen."
2233,Grønskål - grøn smoothie i skål,https://www.valdemarsro.dk/groenskaal-til-morgenmad/,https://www.valdemarsro.dk/wp-content/2016/03/groenskaal-1.jpg,10,2 servings,banan | ananas | kiwi | appelsin | frossen spinat | frossen broccoli | mandler | stødt kanel | stødt kardemomme | ingefær | grovvalset havregryn | kakaonibs | honning | frysetørret hindbær,"Kom først de bløde ingredienser i blenderen: Banan, skrællet kiwi, ananas og krydderier. Samt ingefær, appelsinsaft og mandler.
Top derefter med de frosne grønne sager: spinat og broccoli.
Kom vand i til det dækker lidt mere end 1/3 af alt det gode, der nu er kommer i blenderen.
Blend til det er lækker cremet – tjek om der skal mere vand i, i så fald blend en smule mere vand i, til konsistensen er som tyk cremet koldskål eller bare så den er lækker at spise med en ske.
Kom i dybe skåle, drys med favorit toppings og server.
Er der lidt til overs, så kom det i et glas med låg og nyd senere på dagen, som et nemt og grønt mellemmåltid.
Topping
Rist havregryn på en pande til det dufter lidt, men uden at tage farve. Vend honning, kakaonibs og frysetørrede bær i og server til grønskålen."
2237,Bergamotte Marmelade,https://www.valdemarsro.dk/bergamotte-marmelade/,https://www.valdemarsro.dk/wp-content/2016/02/bergamottemarmelade.jpg,60,2 servings,øko bergamotte | frisk rosmarin | sukker,"Skyl bergamottefrugterne grundigt og riv skallen fint i en gryde. Skræl bergamottefrugterne og kasser den hvide hinde under skallen. Skær frugtkødet i små tern og kasser alle kerner.
Kom bergamottefrugtkød i gryden med fintrevet beergamotteskal. Kom også finthakket rosmarin, sukker og vand i gryden og kog marmeladen op.
Lad det simrekoge i 30-40 minutter uden låg.
Hæld den varme marmelade på rene skoldede glas."
2240,Gin & Bergamotte cocktail,https://www.valdemarsro.dk/cocktail-med-bergamotte-og-gin/,https://www.valdemarsro.dk/wp-content/2016/01/bergamottecocktail.jpg,5,2 servings,øko bergamotte | gin | ingefær | stængel frisk rosmarin | sukkersirup | sukker | glukosesirup | isterninger | frisk rosmarin,"Sukkersirup
Kom sukker, vand og glykosesirup i en gryde og kog op. Rør rundt og kog til al sukkeret er opløst. Hæld på flaske.
Gin & Bergamotte cocktail
Fyld glas med rosmarinstilke i de to glas.
Kom bergamottejuice, fintrevet skal, gin, ingefær, rosmarin og sukkersirup i en shaker sammen med isterninger. Ryst i et halvt minut og hæld de to cocktails i glas gennem en sigte.
Top med danskvand og pynt med en stængel frisk rosmarin."
2243,Saltkaramel is,https://www.valdemarsro.dk/salt-karamel-is/,https://www.valdemarsro.dk/wp-content/2015/09/saltkaramelis-opskrift.jpg,300,4 servings,æggeblommer | sukker | sødmælk | piskefløde | vaniljestang | sukker | piskefløde,"Saltkaramel
Kom sukker og piskefløde i en stor gryde og kog det op. Lad det koge under jævnlig omrøring, til karamellen er 110 grader. Lad det køle af i gryden og rør et nip salt i.
Saltkaramel is
Flæk vaniljestangen på langs og skrab kornene ud. Fordel vaniljekornene i sukkeret og kom vanilje, sukker og æggeblommer i en skål. Pisk en luftigt og hvid æggesnaps med en håndmikser på højeste hastighed. Kom den tomme vaniljestang i en gryde sammen med mælk og piskefløde og kog op til 90 grader. Fjern vaniljestangen fra mælken og fløden og hæld langsomt vaniljefløden i æggesnapsen i en tynd stråle, mens der konstant piskes.
Kom blandingen tilbage i gryden sammen med 2 spsk. saltkaramel og varm langsomt op under omrøring til temperaturen er præcis 80 grader – mål med et sukkertermometer. Kom iscremen i en beholder med låg og stil i køleskabet i minimum 1 time eller til næste dag.
Hæld cremen på ismaskine og lad den køre til isen har konsistens som en fast softice. Kom i en isbeholder og fordel striber af saltkaramel og vend karamellen i isen. Der må gerne være hel stykker af karamel, så det skal ikke røres ud.
Sæt isen i fryseren i minimum 2 timer, inden servering."
2247,Skaldyrsrisotto,https://www.valdemarsro.dk/skaldyrsrisotto/,https://www.valdemarsro.dk/wp-content/2015/07/skaldyrsrisotto-1.jpg,60,4 servings,skalotteløg | hvidløg | risotto ris | hvidvin | fiskefond | smør | olivenolie | hummerhaler | rejer | muslinger | hvidløg | fennikel | skalotteløg | hvidvin | smør | frisk dild | øko citron,"Risotto
Kom skalotteløg og hvidløg i en sauterpande og sauter i smør og olie, til løgene er gennemsigtige og bløde.
Tilsæt ris og rør rundt i et minuts tid, tilsæt hvidvin og halvdelen af fiskefond. Rør godt rundt og kom låg på.
Rør jævnligt i risottoen og når risene har suget al væsken tilsættes mere fiskefond løbende til risene er perfekt tilberedte.
Smag til med salt og peber.
Skaldyr
Pil hummerhaler og rejer, lad evt et par enkelte være med skal til pynt ved servering.
Rens muslingerne, skrub skallerne med en blød børste under rindende vand. De må ikke ligges i blød. Bank muslingerne let mod køkkenbordet og giv dem et lille tryk – alle muslinger skal være friske og det ses ved at de lukker sig ved slag og tryk.
Lad muslingerne dryppe af på et tørt klæde.
Varm en gryde op med smør og sauter skalotteløg, hvidløg og fennikel i et minuts tid.
Skrue op på højeste varme, kom hvidvin i og derefter muslinger – læg låg på. Skrue lidt ned, men det skal fortsat simre.
Lad muslingerne dampe og simre i 5-7 minutter eller til de har åbnet sig.
Vend hurtigt rejer og hummerhaler i, bare lige en hurtig omrøring over varmen.
Vend skaldyr med risotto, server i dybe tallerkener og anret med dild og lidt fintrevet citronskal."
2250,Basisopskrift på musli,https://www.valdemarsro.dk/musli-opskrift/,https://www.valdemarsro.dk/wp-content/2011/06/musli.jpg,15,4 servings,finvalset havregryn | mandler | honning | solsikkekerner,"Rist det hele på en pande ved middelvarme, til det tager lidt farve. Rør hele tiden, så det ikke brænder på.
Müsli kan også ristes i ovnen på en bradepande med bagepapir ved 150 grader varmluft i 15-20 minutter.
Opbevares i lufttæt beholder."
2260,Pink Grape & Gin cocktail med rosmarin,https://www.valdemarsro.dk/pink-grape-gin-cocktail-rosmarin/,https://www.valdemarsro.dk/wp-content/2017/03/pink-grape-cocktail.jpg,10,2 servings,rød grapefrugt | gin | rosmarinsirup | isterninger | frisk rosmarin | sukker | rød grapefrugt | frisk rosmarin,"Rosmarinsirup
Kom rosmarin, sukker og vand i en gryde. Kog op og lad det koge til sukkeret akkurat er opløst. Køl siruppen af.
Pink Grape & Gin Cocktail med rosmarinsirup
Kom grapejuice, gin, rosmarinsirup og isterninger i en shaker og ryst godt igennem, så cocktailen bliver iskold.
Hæld op i to glas og server med rosmarinkvist og grapefrugtbåd."
2266,Pesto,https://www.valdemarsro.dk/pesto/,https://www.valdemarsro.dk/wp-content/2013/02/pesto.jpg,10,1 serving,frisk basilikum | hvidløg | parmesan | pinjekerner | olivenolie,"Rist pinjekerner på en pande, under omrøring til de får lidt farve.
Alle ingredienserne hakkes fint på et skærebræt eller endnu nemmere kommes i en foodprocessor.
Smag til med salt og vurder om det evt skal have en smule mere olivenolie.
 "
2269,Peanutbuttersmoothie,https://www.valdemarsro.dk/peanutbuttersmoothie/,https://www.valdemarsro.dk/wp-content/2018/01/peanutbuttersmoothie.jpg,5,2 servings,frosne bananer | peanutbutter | vaniljepulver | stødt kardemomme | ahornsirup | finvalset havregryn | mælk,Kom det hele i en blender og blend til smoothien er super cremet og lækker.
2275,Lakridsmandler,https://www.valdemarsro.dk/lakridsmandler-en-nem-og-sund-snack/,https://www.valdemarsro.dk/wp-content/2011/11/lakridsmandler.jpg,2,2 servings,mandler | lakridsrodspulver,Bland mandler og lakridsrodspulver sammen i en skål.
2277,Omelet med feta,https://www.valdemarsro.dk/omelet-med-gedefeta-tomat-og-sprod-salat/,https://www.valdemarsro.dk/wp-content/2011/09/omelet-feta.jpg,20,2 servings,æg | feta | tomater | frisk timian | blandet salat | olivenolie,"Pisk æg og vand sammen og hæld på en lun pande smurt med lidt olivenolie.
Varm op ved middelvarme, til omeletten er gennembagt.
Kom fyldet på den ene halvdel, fold den anden halvdel over og så er den klar til servering."
2280,Hindbærsmoothie,https://www.valdemarsro.dk/hindbaersmoothie-2/,https://www.valdemarsro.dk/wp-content/2010/03/smoothie-hindbaer.jpg,5,2 servings,banan | frosne hindbær | appelsinjuice | mælk | vaniljepulver | stødt kardemomme | cashewnøddesmør,"Kom det hele i en blender og blend det godt sammen til det er cremet og lækkert.
Serveres straks"
2283,Jordbærsmoothie,https://www.valdemarsro.dk/jordbaersmoothie/,https://www.valdemarsro.dk/wp-content/2008/03/jordbaersmoothie.jpg,5,2 servings,frosne jordbær | banan | vaniljepulver | mandelmælk | kærnemælk | piskefløde,Det hele kommes i en blender og blendes til jordbærsmoothien er cremet og lækker.
2285,Avocado Smoothie,https://www.valdemarsro.dk/avocado-smoothie/,https://www.valdemarsro.dk/wp-content/2016/10/avocadosmoothie.jpg,5,2 servings,avocado | appelsin | persille | mandelmælk | mandelsmør | medjool dadler | stødt kardemomme | banan | chiafrø | hampefrø,"Det hele blendes godt sammen til en lækker, velsmagende, cremet avocado smoothie.
Nydes gerne med det samme, eller kan opbevares nogle timer på køl i en lufttæt beholder, kom i så fald gerne saften fra en halv citron med i blenderen."
2290,Æbler med lakrids,https://www.valdemarsro.dk/en-sund-snack-aebler-med-lakrids/,https://www.valdemarsro.dk/wp-content/2012/02/aebler-lakrids.jpg,5,1 serving,æble | rålakridspulver,Skær æblerne i både og drys dem med lakrids.
2292,Hindbærsmoothie med ingefær,https://www.valdemarsro.dk/hindbaersmoothie-ingefaer/,https://www.valdemarsro.dk/wp-content/2013/03/smoothie-valdemarsro.jpg,5,2 servings,frosne hindbær | banan | ingefær | vaniljepulver | stødt kardemomme | appelsinjuice,Blend det hele sammen og drik med det samme ♥
